Card Name,Card Code,Copies Possessed (out of 3),Promo Obtain Source (if PR in code)
Lilith,PR-011EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Priest of the Cudgel,PR-012EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Quickblader,PR-013EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Shapeshifting Mage,PR-014EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Path to Purgatory,PR-015EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Aria, Fairy Princess",PR-016EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Angelic Snipe,PR-017EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Angelic Barrage,PR-018EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Demonic Strike,PR-019EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Trail of Light,PR-020EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Eishin Flash,PR-021EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Trial Initiation,PR-022EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Lamplit Training of a Witch-to-Be,PR-023EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Tamamo Cross,PR-024EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
My Solo Drawn to Raindrop Drums,PR-025EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fate's Forecast,PR-026EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Baalt, King of the Elves",PR-027EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Gunner Maid Seria,PR-028EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Witchbolt,PR-029EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Wildfang Dragonewt,PR-030EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Precious Bloodfangs,PR-031EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Beastcall Aria,PR-032EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Archangel Reina,PR-033EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Trail of Light,PR-034EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Vampiric Fortress,PR-035EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Leonidas,PR-036EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Bellringer Angel,PR-037EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Crystalia Tia,PR-038EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Crystalia Tia,PR-039EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Humpty Dumpty,PR-040EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Witch of Calamity, Millie Parfait",PR-041EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Carrot,PR-042EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Surefire Bullet,PR-043EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Silver Bolt,PR-044EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Elf Bard,PR-045EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Oathless Knight,PR-046EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fiery Embrace,PR-047EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mini Soul Devil,PR-048EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Guardian Sun,PR-049EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Nature's Guidance,PR-050EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Insight,PR-051EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Transmogrified Wyrm,PR-052EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Death's Breath,PR-053EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Execution,PR-054EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Demonium, Punk Devil",PR-055EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Demonium, Punk Devil",PR-056EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Flower Princess,PR-057EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Heroic Entry,PR-058EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Magical Bishop,PR-059EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragon Summoner,PR-060EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Skeleton Fighter,PR-061EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Tin Soldier,PR-062EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Eggsplosion,PR-063EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Woodland Band,PR-064EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Unbridled Fury,PR-065EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Red-Hot Ritual,PR-066EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragontamer,PR-067EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Ambling Wraith,PR-068EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Birdkeeping Disciple,PR-069EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Soul Conversion,PR-070EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Winged Inversion,PR-071EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Falise, Leonardian Mage",PR-072EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Maisy, Red Riding Hood",PR-073EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Penguin Wizard,PR-074EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sacred Plea,PR-075EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Lucifer,PR-076EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Tweedle Dum, Tweedle Dee",PR-077EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Bladed Hedgehog,PR-078EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Magical Rook,PR-079EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Trinity Dragon,PR-080EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Moriana the Bejeweled,PR-081EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sledgehammer Exorcist,PR-082EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy,PR-083EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy Wisp,PR-084EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Knight,PR-085EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Steelclad Knight,PR-086EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Strikeform Golem,PR-087EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Guardform Golem,PR-088EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragon,PR-089EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Hellflame Dragon,PR-090EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Ghost,PR-091EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Forest Bat,PR-092EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Holy Falcon,PR-093EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Holy Tiger,PR-094EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Elf Song,PR-095EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Gemstaff Commander,PR-096EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Flame Destroyer,PR-097EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Serpent Wrath,PR-098EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Spartoi Sergeant,PR-099EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Wingy, Chirpy Gemstone",PR-100EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Frog Cleric,PR-101EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Purehearted Singer,PR-102EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Star Phoenix,PR-103EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Star Phoenix,PR-104EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Zoe, Princess of Goldenia",PR-105EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Zoe, Princess of Goldenia",PR-106EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Draconir, Knuckle Dragon",PR-107EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
King Elephant,PR-108EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dark Alice,PR-109EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Blessed Fairy Dancer,PR-110EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy Torrent,PR-111EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Avant Blader,PR-112EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Round Table Assembly,PR-113EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Magic Owl,PR-114EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragon's Nest,PR-115EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Razory Claw,PR-116EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Andromeda,PR-117EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Steel Demolitionist,PR-118EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Safira, Synthetic Beast",PR-119EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Feena, Dynamite Daredevil",PR-120EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Ginsetsu, Great Fox",PR-121EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fashionista Nelcha,PR-122EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Blazing Breath,PR-123EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Blazing Breath,PR-124EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Blazing Breath,PR-125EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Gilnelise, Omen of Craving",PR-126EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Gilnelise, Omen of Craving",PR-127EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Gilnelise, Omen of Craving",PR-128EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Greenwood Guardian,PR-129EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Adept Thief,PR-130EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Shikigami Summons,PR-131EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Whitefrost Whisper,PR-132EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Kasha,PR-133EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Boost Kicker,PR-134EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Acolyte's Light,PR-135EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Kuon, Founder of Onmyodo",PR-136EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Genesis of Legend,PR-137EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragonrend Quake,PR-138EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Heavenly Aegis,PR-139EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Cerberus,PR-140EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Shinobu Kudo,PR-141EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Anzu Futaba,PR-142EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sparkling☆Days,PR-143EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sae Kobayakawa,PR-144EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Precocious Little Devil,PR-145EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Riamu's Reverie,PR-146EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sweet Sentiments,PR-147EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Risa Matoba,PR-148EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Natalia,PR-149EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Miku Maekawa,PR-150EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Nagi Hisakawa,PR-151EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fumika Sagisawa,PR-152EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Enchanted Slippers,PR-153EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Enchanted Dress,PR-154EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Assault Jaguar,PR-155EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Grand Acquisition,PR-156EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Golem's Rampage,PR-157EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mirror of Truth,PR-158EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Seabrand Dragon,PR-159EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Antelope Pelt Warrior,PR-160EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Berserker's Pelt,PR-161EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Gravity Grappler,PR-162EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fall from Grace,PR-163EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Hulking Giant,PR-164EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Yuzuki, Righteous Demon",PR-165EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Genesis Dragon,PR-166EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Swordsman,PR-167EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Spinaria, Keeper of Enigmas",PR-168EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dimension Shift,PR-169EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Assembly Droid,PR-170EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Repair Mode,PR-171EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Naterran Great Tree,PR-172EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Aenea, Amethyst Rebel",PR-173EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Azazel,PR-174EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy Dragon,PR-175EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Themis's Decree,PR-176EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Badb Catha,PR-177EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Ghastly Treant,PR-178EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Swift Tigress,PR-179EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mechanized Lifeform,PR-180EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Whirlwind Pteranodon,PR-181EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Bone Drone,PR-182EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Ironknuckle Nun,PR-183EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Colorful Cook,PR-184EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mechagun Wielder,PR-185EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Desert Pathfinder,PR-186EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mechawing Angel,PR-187EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sekhmet,PR-188EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sahaquiel,PR-189EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy Wisp,PR-190EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Lloyd,PR-191EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Victoria,PR-192EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Thorn Burst,PR-193EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Magic Sediment,PR-194EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Otohime's Vanguard,PR-195EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Serpent,PR-196EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Holy Tiger,PR-197EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Puppet,PR-198EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Ancient Artifact,PR-199EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mystic Artifact,PR-200EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Serpent,PR-201EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Ephemera, Sword Angel",PR-202EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Ephemera, Sword Angel",PR-203EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Ephemera, Sword Angel",PR-204EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Heartless Battle,PR-205EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Swordflash Panther,PR-206EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Summoning Drills,PR-207EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Zealot of Disdain,PR-208EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Gift for Bloodkin,PR-209EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Vengeful Radiance,PR-210EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Summon Bloodkin,PR-211EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Setus, the Beastblade",PR-212EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Leod, the Crescent Blade",PR-213EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Eleanor, Cosmic Flower",PR-214EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Marion, Elegant Dragonewt",PR-215EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Doublame, Duke and Dame",PR-216EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Marlone, Light of Balance",PR-217EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Maisha, Hero of Purgation",PR-218EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Grand Summoning,PR-219EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Spawn of the Abyss,PR-220EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Colosseum on High,PR-221EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Beastfaced Mage,PR-222EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Monochrome Duel,PR-223EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Happy Pig,PR-224EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Valkyrie of Chaos,PR-225EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Valkyrie of Chaos,PR-226EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Junk,PR-227EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Lupine Axeman,PR-228EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Veridic Discovery,PR-229EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Ouroboros,PR-230EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Unleash the Nightmare,PR-231EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Zealot of Repose,PR-232EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Rabbit Mage,PR-233EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Soul Conversion,PR-234EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragon Oracle,PR-235EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Substitution,PR-236EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Savage Swordsman,PR-237EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Absolute Zeroblade,PR-238EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragonclad Blademaster,PR-239EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Salome,PR-240EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Moriae Encomium,PR-241EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Paradise Vanguard,PR-242EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Paradise Vanguard,PR-243EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Nonja, Silent Maid",PR-244EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Valkyrie of Chaos,PR-245EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Valkyrie of Chaos,PR-246EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Windflower Tiger,PR-247EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Pompous Summons,PR-248EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Creative Conjurer,PR-249EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Tico, Mysterian Spellnerd",PR-250EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Gallant Dragonewt,PR-251EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Armor Burst,PR-252EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Spirit Curator,PR-253EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Azurite Maiden,PR-254EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fallen Shot,PR-255EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Runie, Resolute Diviner",PR-256EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Prim, Innocent Princess",PR-257EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Demonium, Clash Devil",PR-258EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Blue Storm Supreme Dragon, Glory Maelstrom",PR-259EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Colette, Holy Gunner",PR-260EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Vuella, One-Winged Demon",PR-261EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Tenko's Shrine,PR-262EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Tempered Aether,PR-263EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Crystalia Lily,PR-264EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dual Rage,PR-265EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Nature's Guidance,PR-266EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Nature's Guidance,PR-267EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Celia, Sky Commander",PR-268EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"XXI. Zelgenea, O Great World",PR-269EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Magical Augmentation,PR-270EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Stringmaster,PR-271EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Outlaw Gunner,PR-272EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Rivaylian Deputy,PR-273EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Balefire Wrenchsmith,PR-274EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Hazhan, Demonblade Knight",PR-275EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Hazhan, Demonblade Knight",PR-276EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Revolver Eagle,PR-277EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Goblin Queen,PR-278EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Quixotic Adventurer,PR-279EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Quixotic Adventurer,PR-280EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Greatpick Corpse,PR-281EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Radical Gunslinger,PR-282EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dragonic Overlord,PR-283EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Oldblood King,PR-284EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Oldblood King,PR-285EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Michelle, the Mind Reader",PR-286EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Reinhardt, the Deathless",PR-287EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Absolute Zeroblade,PR-288EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Wildfire Tyrannosaur,PR-289EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dire Bond,PR-290EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Vengeful Radiance,PR-291EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Michelle, the Mind Reader",PR-292EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Reinhardt, the Deathless",PR-293EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Absolute Zeroblade,PR-294EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Wildfire Tyrannosaur,PR-295EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dire Bond,PR-296EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Vengeful Radiance,PR-297EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Teachings of Creation,PR-298EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dimension Shift,PR-299EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Bunny & Baron, Specter Duo",PR-300EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Lucille, Keeper of Relics",PR-301EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Giant Pastures,PR-302EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Prudent General,PR-303EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Chain of Calling,PR-304EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Galua of Two Breaths,PR-305EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Deathbringer,PR-306EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Paladin of Clemency,PR-307EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
